expression,reading,meaning,tags,parts_of_speech,group
執着,しゅうじゃく,"attachment, adhesion, tenacity",N1,noun,Numbers & Counting
執着,しゅうちゃく,"attachment, adhesion, tenacity",N1,noun,Numbers & Counting
部下,ぶか,one's subordinate,N1,noun,Numbers & Counting
富豪,ふごう,"wealthy person, millionaire",N1,noun,Numbers & Counting
扶養,ふよう,"support, maintenance",N1,noun,Numbers & Counting
ふらふら,ふらふら,"unsteady on one's feet, totter, dizzy",N1,noun,Numbers & Counting
文語,ぶんご,"written language, literary language",N1,noun,Numbers & Counting
辟易,へきえき,"wince, shrink back, succumbing to, being frightened",N1,noun,Numbers & Counting
奉仕,ほうし,"attendance, service",N1,noun,Numbers & Counting
放置,ほうち,"leave as is, leave alone, neglect",N1,noun,Numbers & Counting
本音,ほんね,"(one's) real intention, motive",N1,noun,Numbers & Counting
マイクロフォン,マイクロフォン,microphone,N1,noun,Numbers & Counting
真っ二つ,まっぷたつ,in two equal parts,N1,noun,Numbers & Counting
纏まり,まとまり,"conclusion, settlement, consistency",N1,noun,Numbers & Counting
身近,みぢか,"near oneself, close to one, familiar",N1,noun,Numbers & Counting
身の回り,みのまわり,"one's personal appearance, personal belongings",N1,noun,Numbers & Counting
無能,むのう,"inefficiency, incompetence",N1,noun,Numbers & Counting
斑,むら,"unevenness, inconsistency, irregularity",N1,noun,Numbers & Counting
免除,めんじょ,"exemption, exoneration, discharge",N1,noun,Numbers & Counting
有力,ゆうりょく,"influence, prominence; potent",N1,noun,Numbers & Counting
来場,らいじょう,attendance,N1,noun,Numbers & Counting
立方,りっぽう,cube,N1,noun,Numbers & Counting
両立,りょうりつ,"compatibility, coexistence, standing together",N1,noun,Numbers & Counting
履歴,りれき,"personal history, background, log",N1,noun,Numbers & Counting
判決,はんけつ,"judicial decision, judgment, sentence, decree",N1,noun,Numbers & Counting
万能,ばんのう,"all-purpose, almighty, omnipotent",N1,noun,Numbers & Counting
半端,はんぱ,"fragment, fraction, incompleteness",N1,noun,Numbers & Counting
ひいては,ひいては,"not only…but also, in addition to, consequently",N1,noun,Numbers & Counting
一息,ひといき,"a breath, a pause, an effort",N1,noun,Numbers & Counting
比率,ひりつ,"ratio, proportion, percentage",N1,noun,Numbers & Counting
心強い,こころづよい,"heartening, reassuring",N1,i-adjective,Numbers & Counting
おっかない,おっかない,"frightening, scary",N1,i-adjective,Numbers & Counting
かなわない,かなわない,"be beyond one's power, be unable",N1,i-adjective,Numbers & Counting
しぶとい,しぶとい,"tenacious, stubborn",N1,i-adjective,Numbers & Counting
真ん円い,まんまるい,perfectly round,N1,i-adjective,Numbers & Counting
無駄遣い,むだづかい,"waste money on, squander money on",N1,i-adjective,Numbers & Counting
脆い,もろい,"brittle, fragile, tender-hearted",N1,i-adjective,Numbers & Counting
特許,とっきょ,"special permission, patent",N1,na-adjective,Numbers & Counting
強烈,きょうれつ,"strong, intense, severe",N1,na-adjective,Numbers & Counting
生き甲斐,いきがい,"something one lives for, very important",N1,na-adjective,Numbers & Counting
単一,たんいつ,"single, simple, sole",N1,na-adjective,Numbers & Counting
いっそ,いっそ,"rather, sooner, might as well",N1,adverb,Numbers & Counting
極めて,きわめて,"exceedingly, extremely (written expression)",N1,adverb,Numbers & Counting
微量,びりょう,"minuscule amount, extremely small quantity",N1,adverb,Numbers & Counting
余程,よほど,"very, much, to a large extent, quite",N1,adverb,Numbers & Counting
万人,ばんにん,"all people, everybody, 10000 people",N1,adverb,Numbers & Counting
ひたすら,ひたすら,"nothing but, earnestly, intently",N1,adverb,Numbers & Counting
～著,～ちょ,written by ~,N1,prefix/suffix,Numbers & Counting
～割,～わり,~ percent,N1,prefix/suffix,Numbers & Counting
マイ～,マイ～,"my ~, one's own ~",N1,prefix/suffix,Numbers & Counting
～網,～もう,~ network,N1,prefix/suffix,Numbers & Counting
原則,げんそく,"principle, general rule",N1,noun,Time & Dates
古代,こだい,ancient times,N1,noun,Time & Dates
誇張,こちょう,exaggeration,N1,noun,Time & Dates
暦,こよみ,"calendar, almanac",N1,noun,Time & Dates
根気,こんき,"patience; perseverance, energy",N1,noun,Time & Dates
再生,さいせい,"playback, regeneration, resuscitation",N1,noun,Time & Dates
さきに (いぜん),さきに (いぜん),"before, earlier than, previously",N1,noun,Time & Dates
作戦,さくせん,"military operations, tactics, strategy",N1,noun,Time & Dates
産後,さんご,"postpartum, after childbirth",N1,noun,Time & Dates
決意,けつい,"decision, determination",N1,noun,Time & Dates
月謝,げっしゃ,monthly tuition fee,N1,noun,Time & Dates
決断,けつだん,"decision, determination",N1,noun,Time & Dates
月賦,げっぷ,monthly installment,N1,noun,Time & Dates
現行,げんこう,"present, current, in operation",N1,noun,Time & Dates
年頃,としごろ,"age, marriageable age, adolescence",N1,noun,Time & Dates
名札,なふだ,"name plate, name tag",N1,noun,Time & Dates
年号,ねんごう,"name of an era, year number",N1,noun,Time & Dates
年長,ねんちょう,seniority,N1,noun,Time & Dates
年輪,ねんりん,annual tree ring,N1,noun,Time & Dates
配分,はいぶん,"distribution, allotment",N1,noun,Time & Dates
配慮,はいりょ,"consideration, concern, forethought",N1,noun,Time & Dates
今更,いまさら,"now, again",N1,noun,Time & Dates
運営,うんえい,"management, administration, operation",N1,noun,Time & Dates
遅くとも,おそくとも,at the latest,N1,noun,Time & Dates
同い年,おないどし,of the same age,N1,noun,Time & Dates
温和,おんわ,"gentle, mild, moderate",N1,noun,Time & Dates
概説,がいせつ,"general statement, outline",N1,noun,Time & Dates
操る,あやつる,"to manipulate, to operate, to pull strings",N1,verb,Time & Dates
階層,かいそう,"class, level, stratum, hierarchy",N1,noun,Time & Dates
介抱,かいほう,"nursing, looking after",N1,noun,Time & Dates
学芸,がくげい,"arts and sciences, liberal arts",N1,noun,Time & Dates
かつて,かつて,"once, before, formerly",N1,noun,Time & Dates
元年,がんねん,first year (of a specific reign),N1,noun,Time & Dates
寛容,かんよう,"forbearance, tolerance, generosity, involvement",N1,noun,Time & Dates
還暦,かんれき,60th birthday,N1,noun,Time & Dates
期日,きじつ,"fixed date, settlement date",N1,noun,Time & Dates
きっぱり,きっぱり,"clearly, plainly, distinctly",N1,noun,Time & Dates
期末,きまつ,(end of the season or term),N1,noun,Time & Dates
統率,とうそつ,"command, generalship, leadership",N1,noun,Time & Dates
施行,しこう,"enforcement, operation",N1,noun,Time & Dates
時刻表,じこくひょう,"timetable, (train) schedule",N1,noun,Time & Dates
時差,じさ,time difference,N1,noun,Time & Dates
合間,あいま,interval,N1,noun,Time & Dates
アクセル,アクセル,(abbr.) accelerator,N1,noun,Time & Dates
アワー,アワー,hour,N1,noun,Time & Dates
いざ,いざ,"now, come (now), crucial moment",N1,noun,Time & Dates
消去,しょうきょ,"elimination, erasing",N1,noun,Time & Dates
初版,しょはん,first edition,N1,noun,Time & Dates
処分,しょぶん,"disposal, dealing, punishment",N1,noun,Time & Dates
庶務,しょむ,general affairs,N1,noun,Time & Dates
審議,しんぎ,deliberation,N1,noun,Time & Dates
新入生,しんにゅうせい,"new student, first-year student, freshman",N1,noun,Time & Dates
ストロボ,ストロボ,"stroboscope (literally: strobo, strobe lamp, stroboscopic lamp)",N1,noun,Time & Dates
世代,せだい,generation,N1,noun,Time & Dates
先,せん,"priority, precedence, previous",N1,noun,Time & Dates
膨れる,ふくれる,"to swell (out), to be inflated, to bulge",N1,verb,Time & Dates
先代,せんだい,"family predecessor, previous age, previous generation",N1,noun,Time & Dates
先着,せんちゃく,first arrival,N1,noun,Time & Dates
総会,そうかい,general meeting,N1,noun,Time & Dates
総合,そうごう,"synthesis, generalization",N1,noun,Time & Dates
側面,そくめん,"side, sidelight, lateral",N1,noun,Time & Dates
退化,たいか,"degeneration, retrogression",N1,noun,Time & Dates
対抗,たいこう,"opposition, antagonism",N1,noun,Time & Dates
退治,たいじ,extermination,N1,noun,Time & Dates
大衆,たいしゅう,general public,N1,noun,Time & Dates
タイマー,タイマー,timer,N1,noun,Time & Dates
タイム,タイム,time,N1,noun,Time & Dates
蓄積,ちくせき,"accumulation, accumulate, store",N1,noun,Time & Dates
著書,ちょしょ,"literary work, book",N1,noun,Time & Dates
著名,ちょめい,"well-known, noted, celebrated",N1,noun,Time & Dates
つかの間,つかのま,"moment, brief time,",N1,noun,Time & Dates
月並,つきなみ,"conventional, trite, common",N1,noun,Time & Dates
定年,ていねん,retirement age,N1,noun,Time & Dates
連休,れんきゅう,consecutive holidays,N1,noun,Time & Dates
連邦,れんぽう,"commonwealth, federation of states",N1,noun,Time & Dates
発言,はつげん,"utterance, speech, proposal",N1,noun,Time & Dates
じっくり,じっくり,"deliberately, carefully",N1,noun,Time & Dates
始発,しはつ,first train,N1,noun,Time & Dates
終日,しゅうじつ,all day,N1,noun,Time & Dates
従来,じゅうらい,"up to now, so far, traditional",N1,noun,Time & Dates
取材,しゅざい,"coverage, collecting data",N1,noun,Time & Dates
昼飯,ひるめし,lunch (mid-day meal),N1,noun,Time & Dates
不景気,ふけいき,"business recession, hard times, depression",N1,noun,Time & Dates
結び付く,むすびつく,"to be connected or related, to join together",N1,verb,Time & Dates
分散,ぶんさん,"dispersion, decentralization, variance (statistics)",N1,noun,Time & Dates
分子,ぶんし,"numerator, molecule",N1,noun,Time & Dates
分担,ぶんたん,"apportionment, sharing",N1,noun,Time & Dates
分配,ぶんぱい,"division, sharing",N1,noun,Time & Dates
分母,ぶんぼ,denominator,N1,noun,Time & Dates
分離,ぶんり,"separation, detachment, segregation",N1,noun,Time & Dates
報酬,ほうしゅう,"remuneration, recompense, reward",N1,noun,Time & Dates
末期,まっき,"deathbed, hour of death",N1,noun,Time & Dates
申し分,もうしぶん,"objection, shortcomings",N1,noun,Time & Dates
夜具,やぐ,bedding,N1,noun,Time & Dates
夕暮れ,ゆうぐれ,"evening, (evening) twilight",N1,noun,Time & Dates
ゆとり,ゆとり,"reserve, affluence, time (to spare)",N1,noun,Time & Dates
余暇,よか,"leisure, leisure time, spare time",N1,noun,Time & Dates
予感,よかん,"presentiment, premonition",N1,noun,Time & Dates
夜更し,よふかし,"staying up late, keeping late hours",N1,noun,Time & Dates
夜更け,よふけ,late at night,N1,noun,Time & Dates
冷蔵,れいぞう,refrigeration,N1,noun,Time & Dates
反響,はんきょう,"echo, reverberation, repercussion",N1,noun,Time & Dates
反撃,はんげき,"counterattack, counteroffensive, counterblow",N1,noun,Time & Dates
反射,はんしゃ,"reflection, reverberation",N1,noun,Time & Dates
晩年,ばんねん,(one's) last years,N1,noun,Time & Dates
日頃,ひごろ,"normally, habitually",N1,noun,Time & Dates
一頃,ひところ,"once, some time ago",N1,noun,Time & Dates
日取り,ひどり,"fixed date, appointed day",N1,noun,Time & Dates
日の丸,ひのまる,the Japanese flag,N1,noun,Time & Dates
日焼け,ひやけ,sunburn,N1,noun,Time & Dates
びり,びり,"last on the list, at the bottom",N1,noun,Time & Dates
和らげる,やわらげる,"to soften, to moderate, to relieve",N1,verb,Time & Dates
情無い,なさけない,"miserable, pitiable, shameful",N1,i-adjective,Time & Dates
名高い,なだかい,"famous, celebrated, well-known",N1,i-adjective,Time & Dates
著しい,いちじるしい,"remarkable, considerable",N1,i-adjective,Time & Dates
おびただしい,おびただしい,"abundantly, innumerably",N1,i-adjective,Time & Dates
はかない,はかない,"short-lived, momentary, ephemeral",N1,i-adjective,Time & Dates
おおげさ,おおげさ,"grandiose, exaggerated",N1,na-adjective,Time & Dates
くっきり,くっきり,"distinctly, clearly, boldly",N1,na-adjective,Time & Dates
精密,せいみつ,"precise, exact, detailed, minute",N1,na-adjective,Time & Dates
中和,ちゅうわ,"neutralize, counteract",N1,na-adjective,Time & Dates
始末,しまつ,disposal; cleaning up afterwards,N1,na-adjective,Time & Dates
不明,ふめい,"unknown, ambiguous",N1,na-adjective,Time & Dates
しかしながら,しかしながら,"however, nevertheless",N1,adverb,Time & Dates
時折,ときおり,sometimes,N1,adverb,Time & Dates
トラブル,トラブル,trouble (sometimes used as a verb),N1,adverb,Time & Dates
とりあえず,とりあえず,"at once, first of all, for the time being",N1,adverb,Time & Dates
なおさら,なおさら,"all the more, still less",N1,adverb,Time & Dates
日夜,にちや,"day and night, always",N1,adverb,Time & Dates
にも関わらず,にもかかわらず,"in spite of, nevertheless",N1,adverb,Time & Dates
未だ,いまだ,"yet, still",N1,adverb,Time & Dates
隔週,かくしゅう,every other week,N1,adverb,Time & Dates
且つ,かつ,"yet, and",N1,adverb,Time & Dates
予て,かねて,"previously, already, lately",N1,adverb,Time & Dates
事前,じぜん,"prior, beforehand, in advance",N1,adverb,Time & Dates
予め,あらかじめ,"in advance, previously",N1,adverb,Time & Dates
蒸溜,じょうりゅう,distillation,N1,adverb,Time & Dates
しょっちゅう,しょっちゅう,"always, constantly",N1,adverb,Time & Dates
静止,せいし,"stillness, repose, standing still",N1,adverb,Time & Dates
読み上げる,よみあげる,"to read out loud (and clearly), to call a roll",N1,verb,Time & Dates
先だって,せんだって,"recently, the other day",N1,adverb,Time & Dates
大概,たいがい,"in general, mainly",N1,adverb,Time & Dates
ちょくちょく,ちょくちょく,"often, frequently, now and then, occasionally",N1,adverb,Time & Dates
連日,れんじつ,every day,N1,adverb,Time & Dates
まして,まして,"still more, still less (with neg. verb), to say nothing of",N1,adverb,Time & Dates
未知,みち,not yet known,N1,adverb,Time & Dates
もはや,もはや,"already, now",N1,adverb,Time & Dates
故～,こ～,"deceased, late",N1,prefix/suffix,Time & Dates
年賀,ねんが,"New Year's greetings, New Year's card",N1,expression,Time & Dates
孤児,こじ,orphan,N1,noun,Family & Relationships
個性,こせい,"individuality, personality, idiosyncrasy",N1,noun,Family & Relationships
様,さま,state; way (a person does something); Mr. or Mrs.,N1,noun,Family & Relationships
取り組む,とりくむ,"to tackle, to engage in a bout, to come to grips with",N1,verb,Family & Relationships
経歴,けいれき,"personal history, career",N1,noun,Family & Relationships
共稼ぎ,ともかせぎ,"working together, (husband and wife) earning a living together",N1,noun,Family & Relationships
